title,genre
"Morvern Callar","Drama"
"The 5th Quarter","Drama"
"La fleur du mal","Drama"
"The Greatest","Drama"
"Snow Flower and the Secret Fan","Drama"
"Snow Flower and the Secret Fan","History"
"Come Early Morning","Drama"
"Come Early Morning","Romance"
"Lucky Break","Action"
"Lucky Break","Comedy"
"Julia","Drama"
"Surfer, Dude","Comedy"
"Lake of Fire","Documentary"
"Men of War","Action"
"Men of War","Thriller"
"Don McKay","Crime"
"Don McKay","Mystery"
"Don McKay","Thriller"
"Deadfall","Crime"
"Deadfall","Drama"
"Deadfall","Thriller"
"A Shine of Rainbows","Drama"
"A Shine of Rainbows","Family"
"The Hit List","Action"
"The Hit List","Thriller"
"Emma","Romance"
"Emma","Comedy"
"Emma","Drama"
"Videodrome","Horror"
"Videodrome","Mystery"
"Videodrome","Science Fiction"
"L'Auberge espagnole","Drama"
"L'Auberge espagnole","Comedy"
"L'Auberge espagnole","Romance"
"Song One","Drama"
"Oorlogswinter","Drama"
"Oorlogswinter","History"
"Oorlogswinter","War"
"Freaky Deaky","Comedy"
"The Train","Action"
"The Train","Drama"
"The Train","Thriller"
"The Train","War"
"Trade Of Innocents","Drama"
"Trade Of Innocents","Thriller"
"Stiff Upper Lips","Comedy"
"Bend It Like Beckham","Comedy"
"Bend It Like Beckham","Drama"
"Bend It Like Beckham","Romance"
"Sunshine State","Drama"
"Crossover","Action"
"Crossover","Adventure"
"Crossover","Drama"
"Khiladi 786","Action"
"Khiladi 786","Comedy"
"Standing Ovation","Comedy"
"Standing Ovation","Music"
"Standing Ovation","Family"
"The Sting","Comedy"
"The Sting","Crime"
"The Sting","Drama"
"Chariots of Fire","Drama"
"Chariots of Fire","History"
"Diary of a Mad Black Woman","Comedy"
"Diary of a Mad Black Woman","Drama"
"Diary of a Mad Black Woman","Romance"
"Shine","Drama"
"Don Jon","Romance"
"Don Jon","Comedy"
"Don Jon","Drama"
"High Plains Drifter","Western"
"Ghost World","Comedy"
"Ghost World","Drama"
"Iris","Drama"
"Iris","Romance"
"Galaxina","Comedy"
"Galaxina","Science Fiction"
"Les Choristes","Drama"
"Mambo Italiano","Comedy"
"Mambo Italiano","Romance"
"Wonderland","Crime"
"Wonderland","Drama"
"Wonderland","Mystery"
"Wonderland","Thriller"
"Do the Right Thing","Drama"
"Harvard Man","Drama"
"Le Havre","Drama"
"Le Havre","Comedy"
"R100","Comedy"
"R100","Drama"
"Rang De Basanti","Drama"
"Animals","Drama"
"Salvation Boulevard","Comedy"
"Salvation Boulevard","Thriller"
"Salvation Boulevard","Action"
"Salvation Boulevard","Drama"
"The Ten","Comedy"
"A Room for Romeo Brass","Drama"
"A Room for Romeo Brass","Comedy"
"A Room for Romeo Brass","Foreign"
"Hodejegerne","Thriller"
"Hodejegerne","Crime"
"Grabbers","Science Fiction"
"Grabbers","Comedy"
"Grabbers","Thriller"
"Grabbers","Horror"
"Saint Ralph","Comedy"
"Saint Ralph","Drama"
"Miss Julie","Drama"
"Somewhere in Time","Science Fiction"
"Somewhere in Time","Drama"
"Somewhere in Time","Fantasy"
"Somewhere in Time","Romance"
"Dum Maaro Dum","Drama"
"Dum Maaro Dum","Action"
"Dum Maaro Dum","Crime"
"Dum Maaro Dum","Foreign"
"Saw II","Horror"
"10 Cloverfield Lane","Thriller"
"10 Cloverfield Lane","Science Fiction"
"10 Cloverfield Lane","Drama"
"Lights Out","Horror"
"Lights Out","Thriller"
"Paranormal Activity 3","Horror"
"Ouija","Horror"
"No se Aceptan Devoluciones","Comedy"
"No se Aceptan Devoluciones","Drama"
"Paranormal Activity 4","Horror"
"The Robe","Drama"
"The Return of the Pink Panther","Comedy"
"Monster","Crime"
"Monster","Drama"
"20,000 Leagues Under the Sea","Adventure"
"20,000 Leagues Under the Sea","Drama"
"20,000 Leagues Under the Sea","Science Fiction"
"The Elephant Man","Drama"
"The Elephant Man","History"
"Dallas Buyers Club","Drama"
"Dallas Buyers Club","History"
"The Lazarus Effect","Thriller"
"The Lazarus Effect","Horror"
"Memento","Mystery"
"Memento","Thriller"
"Oculus","Horror"
"Clerks II","Comedy"
"Billy Elliot","Drama"
"Billy Elliot","Comedy"
"Billy Elliot","Music"
"The Way Way Back","Comedy"
"The Way Way Back","Drama"
"House Party 2","Comedy"
"The Man from Snowy River","Family"
"The Man from Snowy River","Drama"
"The Man from Snowy River","Action"
"The Man from Snowy River","Western"
"The Man from Snowy River","Romance"
"Doug's 1st Movie","Animation"
"Doug's 1st Movie","Family"
"Doug's 1st Movie","Comedy"
"The Apostle","Drama"
"Mommie Dearest","Drama"
"Our Idiot Brother","Comedy"
"Our Idiot Brother","Drama"
"Race","Action"
"Race","Drama"
"The Players Club","Drama"
"As Above, So Below","Horror"
"As Above, So Below","Thriller"
"Addicted","Drama"
"Addicted","Thriller"
"Eve's Bayou","Drama"
"Still Alice","Drama"
"The Egyptian","History"
"The Egyptian","Drama"
"Nighthawks","Action"
"Nighthawks","Crime"
"Nighthawks","Thriller"
"My Big Fat Greek Wedding","Comedy"
"My Big Fat Greek Wedding","Drama"
"My Big Fat Greek Wedding","Romance"
"Spring Breakers","Drama"
"Spring Breakers","Crime"
"Shaun of the Dead","Horror"
"Shaun of the Dead","Comedy"
"The Haunting of Molly Hartley","Drama"
"The Haunting of Molly Hartley","Horror"
"Lone Star","Drama"
"Lone Star","Mystery"
"Lone Star","Romance"
"April Fool's Day","Horror"
"April Fool's Day","Mystery"
"Diner","Comedy"
"Diner","Drama"
"Lone Wolf McQuade","Action"
"Lone Wolf McQuade","Crime"
"Lone Wolf McQuade","Drama"
"Lone Wolf McQuade","Romance"
"Lone Wolf McQuade","Thriller"
"Lone Wolf McQuade","Western"
"Apollo 18","Horror"
"Apollo 18","Thriller"
"Apollo 18","Science Fiction"
"Sunshine Cleaning","Comedy"
"Sunshine Cleaning","Drama"
"No Escape","Action"
"No Escape","Thriller"
"The Beastmaster","Action"
"The Beastmaster","Fantasy"
"Solomon and Sheba","Drama"
"Solomon and Sheba","History"
"Solomon and Sheba","Romance"
"Solomon and Sheba","War"
"Fifty Shades of Black","Romance"
"Fifty Shades of Black","Comedy"
"Not Easily Broken","Drama"
"Not Easily Broken","Romance"
"A Farewell to Arms","Drama"
"A Farewell to Arms","Romance"
"A Farewell to Arms","War"
"The Perfect Match","Comedy"
"The Perfect Match","Romance"
"Saved!","Comedy"
"Saved!","Drama"
"Les Invasions barbares","Comedy"
"Les Invasions barbares","Crime"
"Les Invasions barbares","Drama"
"Robin and Marian","Action"
"Robin and Marian","Adventure"
"Robin and Marian","Drama"
"Robin and Marian","Romance"
"The Forsaken","Action"
"The Forsaken","Adventure"
"The Forsaken","Horror"
"The Forsaken","Thriller"
"Force 10 from Navarone","Action"
"Force 10 from Navarone","Adventure"
"Force 10 from Navarone","War"
"Force 10 from Navarone","Thriller"
"UHF","Comedy"
"Grandma's Boy","Comedy"
"Slums of Beverly Hills","Comedy"
"Slums of Beverly Hills","Drama"
"C'era una volta il West","Western"
"Made","Action"
"Made","Comedy"
"Made","Thriller"
"Moon","Science Fiction"
"Moon","Drama"
"Keeping Up with the Steins","Comedy"
"The Sweet Hereafter","Drama"
"Des hommes et des dieux","Drama"
"Des hommes et des dieux","History"
"Bottle Shock","Comedy"
"Bottle Shock","Drama"
"Jekyll and Hyde ... Together Again","Comedy"
"Jekyll and Hyde ... Together Again","Horror"
"Jekyll and Hyde ... Together Again","Science Fiction"
"Heavenly Creatures","Drama"
"Heavenly Creatures","Fantasy"
"90 Minutes in Heaven","Drama"
"Everything Must Go","Comedy"
"Everything Must Go","Drama"
"Everything Must Go","Romance"
"Zero Effect","Comedy"
"Zero Effect","Crime"
"Zero Effect","Mystery"
"Zero Effect","Thriller"
"The Machinist","Thriller"
"The Machinist","Drama"
"Light Sleeper","Drama"
"Light Sleeper","Crime"
"Kill the Messenger","Thriller"
"Kill the Messenger","Crime"
"Kill the Messenger","Drama"
"Kill the Messenger","Mystery"
"Rabbit Hole","Drama"
"Party Monster","Comedy"
"Party Monster","Drama"
"Party Monster","Crime"
"Green Room","Horror"
"Green Room","Crime"
"Green Room","Thriller"
"The Oh in Ohio","Comedy"
"The Oh in Ohio","Drama"
"The Oh in Ohio","Romance"
"Bottle Rocket","Comedy"
"Bottle Rocket","Crime"
"Bottle Rocket","Drama"
"Albino Alligator","Crime"
"Albino Alligator","Drama"
"Albino Alligator","Thriller"
"Gandhi, My Father","Drama"
"Gandhi, My Father","Foreign"
"Gandhi, My Father","History"
"Standard Operating Procedure","Documentary"
"Out of the Blue","Drama"
"Tucker and Dale vs Evil","Comedy"
"Tucker and Dale vs Evil","Horror"
"Lovely, Still","Drama"
"Lovely, Still","Romance"
"Tycoon","Action"
"Tycoon","Drama"
"Tycoon","Romance"
"Desert Blue","Comedy"
"Desert Blue","Drama"
"Decoys","Horror"
"Decoys","Science Fiction"
"Decoys","Thriller"
"The Visit","Horror"
"The Visit","Thriller"
"Redacted","Drama"
"Redacted","War"
"Fascination","Romance"
"Fascination","Thriller"
"Area 51","Horror"
"Area 51","Thriller"
"Area 51","Science Fiction"
"Mientras duermes","Thriller"
"The Cottage","Horror"
"The Cottage","Comedy"
"The Cottage","Crime"
"The Cottage","Thriller"
"Farce of the Penguins","Comedy"
"Farce of the Penguins","Documentary"
"Flying By","Drama"
"Rudderless","Music"
"Rudderless","Drama"
"Rudderless","Comedy"
"Henry & Me","Family"
"Henry & Me","Animation"
"Christmas Eve","Romance"
"Christmas Eve","Comedy"
"We Have Your Husband","TV Movie"
"We Have Your Husband","Crime"
"We Have Your Husband","Drama"
"We Have Your Husband","Thriller"
"Dying of the Light","Thriller"
"Dying of the Light","Drama"
"Born Of War","Action"
"Born Of War","Thriller"
"Born Of War","War"
"Capricorn One","Drama"
"Capricorn One","Action"
"Capricorn One","Thriller"
"Capricorn One","Science Fiction"
"Should've Been Romeo","Comedy"
"Should've Been Romeo","Drama"
"Running Forever","Family"
"Yoga Hosers","Comedy"
"Yoga Hosers","Fantasy"
"Yoga Hosers","Horror"
"Yoga Hosers","Thriller"
"Navy Seals vs. Zombies","Horror"
"Navy Seals vs. Zombies","Action"
"Soul Kitchen","Drama"
"Soul Kitchen","Comedy"
"Sling Blade","Drama"
"The Awakening","Horror"
"The Awakening","Thriller"
"Hostel","Horror"
"A Cock and Bull Story","Comedy"
"A Cock and Bull Story","Drama"
"Take Shelter","Thriller"
"Take Shelter","Drama"
"Lady in White","Horror"
"Lady in White","Thriller"
"Driving Lessons","Drama"
"Driving Lessons","Comedy"
"Let's Kill Ward's Wife","Comedy"
"The Texas Chainsaw Massacre 2","Horror"
"Pat Garrett & Billy the Kid","Western"
"Only God Forgives","Drama"
"Only God Forgives","Thriller"
"Only God Forgives","Crime"
"Camping Sauvage","Drama"
"Camping Sauvage","Romance"
"Without Men","Comedy"
"Without Men","Romance"
"Dear Frankie","Drama"
"Dear Frankie","Family"
"All Hat","Action"
"All Hat","Comedy"
"All Hat","Drama"
"All Hat","Western"
"Le Nom des gens","Drama"
"Le Nom des gens","Comedy"
"Le Nom des gens","Romance"
"Treading Water","Drama"
"Treading Water","Comedy"
"Savage Grace","Drama"
"Out of the Blue","Drama"
"Police Academy","Comedy"
"Police Academy","Crime"
"The Blue Lagoon","Romance"
"The Blue Lagoon","Adventure"
"The Blue Lagoon","Drama"
"Four Weddings and a Funeral","Comedy"
"Four Weddings and a Funeral","Drama"
"Four Weddings and a Funeral","Romance"
"Fast Times at Ridgemont High","Comedy"
"Moby Dick","Adventure"
"Moby Dick","Drama"
"25th Hour","Crime"
"25th Hour","Drama"
"Bound","Crime"
"Bound","Drama"
"Bound","Romance"
"Bound","Thriller"
"Requiem for a Dream","Crime"
"Requiem for a Dream","Drama"
"State Fair","Music"
"State Fair","Romance"
"Tango, no me dejes nunca","Drama"
"Tango, no me dejes nunca","Foreign"
"Tango, no me dejes nunca","Romance"
"Salvador","Drama"
"Moms' Night Out","Comedy"
"Donnie Darko","Fantasy"
"Donnie Darko","Drama"
"Donnie Darko","Mystery"
"Salvando al Soldado Perez","Action"
"Salvando al Soldado Perez","Comedy"
"Salvando al Soldado Perez","Foreign"
"Karakter","Drama"
"Karakter","Foreign"
"Karakter","History"
"Spun","Comedy"
"Spun","Crime"
"Spun","Drama"
"Life During Wartime","Comedy"
"Life During Wartime","Drama"
"Nannerl, la soeur de Mozart","Drama"
"Mean Machine","Comedy"
"Mean Machine","Drama"
"Blackthorn","Adventure"
"Blackthorn","Action"
"Blackthorn","Western"
"Lilja 4-Ever","Crime"
"Lilja 4-Ever","Drama"
"After.Life","Drama"
"After.Life","Horror"
"After.Life","Mystery"
"After.Life","Thriller"
"Fugly","Comedy"
"Fugly","Drama"
"Fugly","Thriller"
"One Flew Over the Cuckoo's Nest","Drama"
"Silent Movie","Comedy"
"Airlift","Thriller"
"Airlift","Action"
"Airlift","Drama"
"Airlift","History"
"Anne of Green Gables","Drama"
"Anne of Green Gables","Family"
"Falcon Rising","Adventure"
"Falcon Rising","Action"
"The Sweeney","Action"
"The Sweeney","Drama"
"The Sweeney","Crime"
"Sexy Beast","Crime"
"Sexy Beast","Drama"
"Sexy Beast","Thriller"
"Snabba Cash","Drama"
"Snabba Cash","Thriller"
"Snabba Cash","Crime"
"Whale Rider","Drama"
"Whale Rider","Family"
"Paa","Drama"
"Paa","Family"
"Paa","Foreign"
"Cargo","Thriller"
"Cargo","Mystery"
"Cargo","Science Fiction"
"High School Musical","Comedy"
"High School Musical","Drama"
"High School Musical","Family"
"High School Musical","Music"
"High School Musical","TV Movie"
"Love and Death on Long Island","Drama"
"Love and Death on Long Island","Romance"
"Love and Death on Long Island","Foreign"
"The Crying Game","Romance"
"The Crying Game","Crime"
"The Crying Game","Drama"
"The Crying Game","Thriller"
"Porky's","Comedy"
"Survival of the Dead","Horror"
"Survival of the Dead","Science Fiction"
"Night of the Living Dead","Horror"
"Lost in Translation","Drama"
"Annie Hall","Comedy"
"Annie Hall","Drama"
"Annie Hall","Romance"
"The Greatest Show on Earth","Action"
"The Greatest Show on Earth","Drama"
"The Greatest Show on Earth","Romance"
"Monster's Ball","Drama"
"Monster's Ball","Romance"
"Maggie","Horror"
"Leaving Las Vegas","Drama"
"Leaving Las Vegas","Romance"
"Hansel and Gretel Get Baked","Horror"
"Hansel and Gretel Get Baked","Comedy"
"The Front Page","Romance"
"The Front Page","Drama"
"The Front Page","Comedy"
"The Boy Next Door","Thriller"
"Trapeze","Drama"
"The Kids Are All Right","Comedy"
"The Kids Are All Right","Drama"
"They Live","Action"
"They Live","Horror"
"They Live","Science Fiction"
"They Live","Thriller"
"The Great Escape","Adventure"
"The Great Escape","Drama"
"The Great Escape","History"
"The Great Escape","Thriller"
"The Great Escape","War"
"The Last Exorcism Part II","Horror"
"The Last Exorcism Part II","Thriller"
"Boyhood","Drama"
"Scoop","Comedy"
"Scoop","Mystery"
"The Wash","Action"
"The Wash","Comedy"
"3 Strikes","Action"
"3 Strikes","Comedy"
"3 Strikes","Romance"
"The Cooler","Drama"
"The Cooler","Romance"
"The Misfits","Drama"
"The Misfits","Action"
"The Misfits","Romance"
"The Night Listener","Drama"
"The Night Listener","Thriller"
"The Jerky Boys","Comedy"
"The Jerky Boys","Crime"
"El orfanato","Horror"
"El orfanato","Drama"
"El orfanato","Thriller"
"A Haunted House 2","Comedy"
"A Haunted House 2","Horror"
"The Rules of Attraction","Comedy"
"The Rules of Attraction","Drama"
"The Rules of Attraction","Romance"
"Topaz","Action"
"Topaz","Drama"
"Topaz","Mystery"
"Topaz","Thriller"
"Let's Go to Prison","Comedy"
"Let's Go to Prison","Crime"
"Four Rooms","Crime"
"Four Rooms","Comedy"
"Secretary","Comedy"
"Secretary","Drama"
"Secretary","Romance"
"The Real Cancun","Documentary"
"Talk Radio","Drama"
"Waiting for Guffman","Music"
"Waiting for Guffman","Comedy"
"Love Stinks","Comedy"
"Love Stinks","Romance"
"You Kill Me","Comedy"
"You Kill Me","Crime"
"You Kill Me","Thriller"
"You Kill Me","Romance"
"Thumbsucker","Comedy"
"Thumbsucker","Drama"
"Red State","Horror"
"Red State","Action"
"Red State","Thriller"
"Mirrormask","Fantasy"
"Samsara","Drama"
"Samsara","Documentary"
"The Barbarians","Fantasy"
"The Barbarians","Adventure"
"The Art of Getting By","Drama"
"The Art of Getting By","Romance"
"Zipper","Thriller"
"Zipper","Drama"
"Poolhall Junkies","Comedy"
"Poolhall Junkies","Drama"
"Poolhall Junkies","Thriller"
"The Loss of Sexual Innocence","Drama"
"Holy Motors","Drama"
"Holy Motors","Fantasy"
"Joe","Drama"
"Shooting Fish","Crime"
"Shooting Fish","Comedy"
"Shooting Fish","Romance"
"Prison","Crime"
"Prison","Drama"
"Prison","Horror"
"Prison","Thriller"
"Psycho Beach Party","Comedy"
"The Big Tease","Comedy"
"The Big Tease","Foreign"
"Trust","Crime"
"Trust","Drama"
"Trust","Thriller"
"An Everlasting Piece","Comedy"
"An Everlasting Piece","Crime"
"Among Giants","Comedy"
"Among Giants","Romance"
"Adore","Drama"
"The Velocity of Gary","Drama"
"The Velocity of Gary","Romance"
"Los lunes al sol","Drama"
"Stake Land","Drama"
"Stake Land","Horror"
"Stake Land","Action"
"Stake Land","Thriller"
"Stake Land","Science Fiction"
"The Last Time I Committed Suicide","Drama"
"Praia do Futuro","Drama"
"Another Happy Day","Comedy"
"Another Happy Day","Drama"
"A Lonely Place to Die","Adventure"
"A Lonely Place to Die","Action"
"A Lonely Place to Die","Thriller"
"A Lonely Place to Die","Crime"
"Nothing","Comedy"
"Nothing","Fantasy"
"Nothing","Science Fiction"
"1776","Drama"
"1776","Comedy"
"1776","History"
"1776","Music"
"Inescapable","Thriller"
"Inescapable","Romance"
"Hell's Angels","Action"
"Hell's Angels","Drama"
"Hell's Angels","History"
"Purple Violets","Comedy"
"Purple Violets","Drama"
"Purple Violets","Romance"
"The Veil","Horror"
"The Loved Ones","Horror"
"The Helpers","Horror"
"How to Fall in Love","Comedy"
"How to Fall in Love","Romance"
"How to Fall in Love","TV Movie"
"The Perfect Wave","Romance"
"The Perfect Wave","Adventure"
"The Perfect Wave","Drama"
"A Man for All Seasons","Drama"
"A Man for All Seasons","History"
"Network","Drama"
"Gone with the Wind","Drama"
"Gone with the Wind","Romance"
"Gone with the Wind","War"
"Desert Dancer","Drama"
"Major Dundee","War"
"Major Dundee","Western"
"Annie Get Your Gun","Action"
"Annie Get Your Gun","Comedy"
"Annie Get Your Gun","Music"
"Annie Get Your Gun","Romance"
"Annie Get Your Gun","Western"
"Four Lions","Comedy"
"Four Lions","Crime"
"Four Lions","Drama"
"Casa de Areia","Drama"
"Defendor","Drama"
"Defendor","Action"
"Defendor","Comedy"
"Defendor","Crime"
"The Pirate","Music"
"The Pirate","Romance"
"The Good Heart","Drama"
"The Good Heart","Comedy"
"The Good Heart","Romance"
"The History Boys","Comedy"
"The History Boys","Drama"
"Midnight Cowboy","Drama"
"The Full Monty","Comedy"
"Airplane!","Comedy"
"Chain of Command","Thriller"
"Chain of Command","Adventure"
"Chain of Command","Action"
"Friday","Comedy"
"Menace II Society","Drama"
"Menace II Society","Action"
"Menace II Society","Crime"
"Creepshow 2","Horror"
"The Ballad of Cable Hogue","Action"
"The Ballad of Cable Hogue","Comedy"
"The Ballad of Cable Hogue","Western"
"In Cold Blood","Crime"
"In Cold Blood","Drama"
"The Nun's Story","Drama"
"Harper","Action"
"Harper","Drama"
"Harper","Thriller"
"Harper","Crime"
"Harper","Mystery"
"Frenzy","Crime"
"Frenzy","Drama"
"Frenzy","Mystery"
"Frenzy","Thriller"
"The Witch","Mystery"
"The Witch","Horror"
"I Got the Hook Up","Action"
"I Got the Hook Up","Comedy"
"She's the One","Comedy"
"She's the One","Romance"
"Gods and Monsters","Drama"
"El secreto de sus ojos","Crime"
"El secreto de sus ojos","Drama"
"El secreto de sus ojos","Mystery"
"El secreto de sus ojos","Romance"
"Train","Horror"
"Train","Thriller"
"Evil Dead II","Horror"
"Evil Dead II","Comedy"
"Evil Dead II","Fantasy"
"Pootie Tang","Action"
"Pootie Tang","Comedy"
"Sharknado","TV Movie"
"Sharknado","Horror"
"La otra conquista","Drama"
"La otra conquista","Foreign"
"Trolljegeren","Fantasy"
"Trolljegeren","Horror"
"Ira & Abby","Comedy"
"Ira & Abby","Romance"
"Winter Passing","Comedy"
"Winter Passing","Drama"
"D.E.B.S.","Action"
"The Masked Saint","Crime"
"The Masked Saint","Action"
"The Betrayed","Crime"
"The Betrayed","Drama"
"The Betrayed","Mystery"
"The Betrayed","Thriller"
"Taxman","Action"
"Taxman","Crime"
"Taxman","Comedy"
"Taxman","Thriller"
"The Secret","Drama"
"Time to Choose","Documentary"
"In the Name of the King III","Action"
"In the Name of the King III","Adventure"
"In the Name of the King III","Drama"
"In the Name of the King III","Fantasy"
"Wicked Blood","Action"
"Wicked Blood","Drama"
"Wicked Blood","Thriller"
"Dawn Patrol","Drama"
"Lords of London","Crime"
"Lords of London","Mystery"
"Lords of London","Thriller"
"High Anxiety","Comedy"
"High Anxiety","Music"
"La Marche de l'empereur","Documentary"
"La Marche de l'empereur","Family"
"Margin Call","Thriller"
"Margin Call","Drama"
"August","Drama"
"Choke","Comedy"
"Choke","Drama"
"Whiplash","Drama"
"Cidade de Deus","Drama"
"Cidade de Deus","Crime"
"Human Traffic","Comedy"
"Human Traffic","Drama"
"To Write Love on Her Arms","Drama"
"To Write Love on Her Arms","Music"
"The Dead Girl","Mystery"
"The Dead Girl","Drama"
"The Dead Girl","Crime"
"The Dead Girl","Thriller"
"Jagten","Drama"
"A Christmas Story","Comedy"
"A Christmas Story","Family"
"Bella","Drama"
"Bella","Romance"
"Class of 1984","Action"
"Class of 1984","Drama"
"Class of 1984","Horror"
"Class of 1984","Crime"
"Class of 1984","Thriller"
"Opposite Sex","Comedy"
"Dreaming of Joseph Lees","Romance"
"Dreaming of Joseph Lees","Drama"
"Entre les murs","Drama"
"Rosemary's Baby","Horror"
"Rosemary's Baby","Drama"
"Rosemary's Baby","Mystery"
"The Man Who Shot Liberty Valance","Western"
"Adam","Drama"
"Adam","Romance"
"Beginners","Drama"
"Beginners","Romance"
"Beginners","Comedy"
"Feast","Action"
"Feast","Comedy"
"Feast","Horror"
"Animal House","Comedy"
"Goldfinger","Adventure"
"Goldfinger","Action"
"Goldfinger","Thriller"
"Antiviral","Science Fiction"
"Antiviral","Horror"
"It's a Wonderful Life","Drama"
"It's a Wonderful Life","Family"
"It's a Wonderful Life","Fantasy"
"Trainspotting","Drama"
"Trainspotting","Crime"
"The Original Kings of Comedy","Comedy"
"Paranormal Activity 2","Horror"
"Paranormal Activity 2","Thriller"
"Waking Ned","Comedy"
"Waking Ned","Romance"
"Bowling for Columbine","Documentary"
"A Room with a View","Drama"
"A Room with a View","Romance"
"The Purge","Science Fiction"
"The Purge","Horror"
"The Purge","Thriller"
"Sinister","Horror"
"Sinister","Thriller"
"Sinister","Mystery"
"Cat on a Hot Tin Roof","Drama"
"Cat on a Hot Tin Roof","Romance"
"Beneath the Planet of the Apes","Adventure"
"Beneath the Planet of the Apes","Science Fiction"
"Beneath the Planet of the Apes","Mystery"
"Air Bud","Comedy"
"Air Bud","Family"
"Air Bud","Drama"
"The Bridge on the River Kwai","Drama"
"The Bridge on the River Kwai","History"
"The Bridge on the River Kwai","War"
"Spaced Invaders","Comedy"
"Spaced Invaders","Family"
"Spaced Invaders","Science Fiction"
"Family Plot","Comedy"
"Family Plot","Crime"
"Family Plot","Thriller"
"The Apartment","Comedy"
"The Apartment","Drama"
"The Apartment","Romance"
"Torn Curtain","Mystery"
"Torn Curtain","Thriller"
"Dave Chappelle's Block Party","Comedy"
"Dave Chappelle's Block Party","Documentary"
"Dave Chappelle's Block Party","Music"
"Slow West","Romance"
"Slow West","Thriller"
"Slow West","Western"
"Krush Groove","Drama"
"Krush Groove","Music"
"Krush Groove","Romance"
"Next Day Air","Action"
"Next Day Air","Comedy"
"Next Day Air","Crime"
"Elmer Gantry","Drama"
"Judgment at Nuremberg","Drama"
"Judgment at Nuremberg","History"
"Trippin'","Comedy"
"Trippin'","Romance"
"Red River","Western"
"Phat Girlz","Comedy"
"Phat Girlz","Romance"
"Before Midnight","Romance"
"Before Midnight","Drama"
"Teen Wolf Too","Comedy"
"Teen Wolf Too","Fantasy"
"Teen Wolf Too","Family"
"Phantasm II","Action"
"Phantasm II","Horror"
"Phantasm II","Science Fiction"
"Phantasm II","Thriller"
"Woman Thou Art Loosed","Drama"
"Real Women Have Curves","Comedy"
"Real Women Have Curves","Drama"
"Water","Drama"
"Water","Foreign"
"Water","Romance"
"East Is East","Comedy"
"Whipped","Comedy"
"Whipped","Romance"
"Kama Sutra - A Tale of Love","Drama"
"Kama Sutra - A Tale of Love","History"
"Kama Sutra - A Tale of Love","Romance"
"Please Give","Comedy"
"Please Give","Drama"
"Willy Wonka & the Chocolate Factory","Family"
"Willy Wonka & the Chocolate Factory","Fantasy"
"8 Heads in a Duffel Bag","Comedy"
"8 Heads in a Duffel Bag","Crime"
"Days of Heaven","Drama"
"Days of Heaven","Romance"
"Thirteen Conversations About One Thing","Drama"
"Jawbreaker","Comedy"
"Basquiat","Drama"
"Basquiat","History"
"Frances Ha","Comedy"
"Frances Ha","Drama"
"Tsotsi","Crime"
"Tsotsi","Drama"
"Happiness","Comedy"
"Happiness","Drama"
"DysFunktional Family","Comedy"
"DysFunktional Family","Documentary"
"Tusk","Comedy"
"Tusk","Horror"
"Letters to God","Action"
"Letters to God","Drama"
"Letters to God","Family"
"Letters to God","Thriller"
"Hobo with a Shotgun","Action"
"Hobo with a Shotgun","Comedy"
"Hobo with a Shotgun","Thriller"
"Compadres","Action"
"Compadres","Comedy"
"Freeway","Comedy"
"Freeway","Drama"
"Freeway","Thriller"
"Love's Abiding Joy","TV Movie"
"Love's Abiding Joy","Action"
"Love's Abiding Joy","Drama"
"Love's Abiding Joy","Family"
"Fish Tank","Drama"
"Damsels in Distress","Comedy"
"Damsels in Distress","Romance"
"Creature","Horror"
"Creature","Science Fiction"
"Creature","Thriller"
"Bachelorette","Comedy"
"Bachelorette","Romance"
"Brave New Girl","Drama"
"Brave New Girl","Music"
"Brave New Girl","Family"
"Tim and Eric's Billion Dollar Movie","Comedy"
"Sommersturm","Comedy"
"Sommersturm","Drama"
"Fort McCoy","War"
"Fort McCoy","Drama"
"Fort McCoy","History"
"Chain Letter","Horror"
"Chain Letter","Thriller"
"Just Looking","Drama"
"Just Looking","Comedy"
"The Divide","Science Fiction"
"The Eclipse","Drama"
"The Eclipse","Horror"
"The Eclipse","Romance"
"Demonic","Thriller"
"Demonic","Horror"
"My Big Fat Independent Movie","Comedy"
"The Deported","Comedy"
"The Deported","Family"
"Tanner Hall","Drama"
"Open Road","Action"
"Open Road","Drama"
"Open Road","Thriller"
"They Came Together","Comedy"
"30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo","Comedy"
"Point Blank","Action"
"Point Blank","Crime"
"Point Blank","Drama"
"Point Blank","Thriller"
"Four Single Fathers","Drama"
"Four Single Fathers","Comedy"
"Enter the Dangerous Mind","Thriller"
"Something Wicked","Mystery"
"Something Wicked","Thriller"
"AWOL-72","Thriller"
"Chicago Overcoat","Action"
"Chicago Overcoat","Crime"
"Chicago Overcoat","Thriller"
"Barry Munday","Comedy"
"Barry Munday","Drama"
"Barry Munday","Romance"
"Central do Brasil","Drama"
"Pocketful of Miracles","Comedy"
"Pocketful of Miracles","Drama"
"Close Range","Crime"
"Close Range","Action"
"Boynton Beach Club","Comedy"
"Boynton Beach Club","Drama"
"Boynton Beach Club","Romance"
"Amnesiac","Thriller"
"Amnesiac","Mystery"
"Amnesiac","Drama"
"Amnesiac","Horror"
"Freakonomics","Documentary"
